iter	Logloss
121	0.68423346
122	0.6841999093
123	0.6841367791
124	0.6841000171
125	0.6840584918
126	0.6840159972
127	0.6839615663
128	0.6839317161
129	0.6838620588
130	0.6838139326
131	0.683776995
132	0.6837417516
133	0.6836964843
134	0.683649843
135	0.6836013206
136	0.6835431836
137	0.6835004506
138	0.6834470498
139	0.6834087185
140	0.6833757862
141	0.6833400408
142	0.6833254827
143	0.6832847305
144	0.6832240007
145	0.6831798411
146	0.6831518132
147	0.6831179335
148	0.683084385
149	0.6830474624
150	0.6829874096
151	0.682927902
152	0.6828843171
153	0.6828610027
154	0.6827962593
155	0.6827349451
156	0.6826754445
157	0.6826302097
158	0.6825598034
159	0.6825053971
160	0.6824639965
161	0.6824194882
162	0.6823707638
163	0.6823150066
164	0.6822596014
165	0.6822098148
166	0.6821804023
167	0.6821565908
168	0.6821076128
169	0.6820558515
170	0.6820148714
171	0.6819704419
172	0.6819416491
173	0.6819080115
174	0.6818768843
175	0.6818326348
176	0.6818029166
177	0.6817598254
178	0.6817102574
179	0.6816424544
180	0.6815965542
181	0.6815614717
182	0.6815209736
183	0.6814883749
184	0.6814367996
185	0.6814033884
186	0.6813425371
187	0.6813184817
188	0.6812791605
189	0.6812110069
190	0.6811814876
191	0.6811254298
192	0.6810987178
193	0.6810748854
194	0.6810444784
195	0.6810379057
196	0.6809891333
197	0.6809443506
198	0.6808970479
199	0.6808283347
200	0.6807848314
201	0.6807603894
202	0.6807367233
203	0.680700013
204	0.6806595449
205	0.6806072732
206	0.6805560985
207	0.6805258784
208	0.6805026331
209	0.6804764916
210	0.6804428145
211	0.6803852217
212	0.6803501926
213	0.6803049442
214	0.6802663181
215	0.6802353527
216	0.6801766427
217	0.6801459268
218	0.6801007819
219	0.6800570072
220	0.6799753591
221	0.679943318
222	0.6798948308
223	0.6798482672
224	0.6797670117
225	0.6797236665
226	0.6796759114
227	0.6796253115
228	0.6795571086
229	0.6794789977
230	0.67943433
231	0.6793536959
232	0.6793018984
233	0.679265896
234	0.6792205033
235	0.6791763039
236	0.6791407042
237	0.6791195749
238	0.6790620136
239	0.6789727745
240	0.6789098794
241	0.6788669696
242	0.6787920195
243	0.6787351216
244	0.6786430307
245	0.6785897992
246	0.6785110681
247	0.6784641635
248	0.6784049824
249	0.6783580498
250	0.6782893625
251	0.6782467211
252	0.6781610395
253	0.6781063135
254	0.6780404306
255	0.6779821717
256	0.6779262199
257	0.6778855202
258	0.6778378877
259	0.6777863097
260	0.6777295338
261	0.6776740054
262	0.677606695
263	0.6775344834
264	0.6774913436
265	0.6774278545
266	0.6773710313
267	0.677321798
268	0.6772803365
269	0.6772388278
270	0.6771649089
271	0.6770947088
272	0.6770191301
273	0.6769395997
274	0.6768923277
275	0.6768214782
276	0.6767705871
277	0.6766821997
278	0.6766399951
279	0.6765757155
280	0.6765321731
281	0.6764895966
282	0.6763988343
283	0.6763496021
284	0.6763027216
285	0.6762355877
286	0.6761847044
287	0.6761232911
288	0.6760735147
289	0.6760124648
290	0.6759734717
291	0.6759134111
292	0.6758499939
293	0.6757985071
294	0.6757344625
295	0.6756888281
296	0.6756337493
297	0.6755946401
298	0.6755465281
299	0.6755030423
300	0.6754477034
301	0.6753882071
302	0.6753449631
303	0.6752962606
304	0.6752443319
305	0.6751979339
306	0.6751302266
307	0.6750826723
308	0.6750310357
309	0.6749842756
310	0.6749479988
311	0.6749115497
312	0.6748640972
313	0.6748124233
314	0.6747417035
315	0.6746867426
316	0.6746496216
317	0.6746105517
318	0.6745536802
319	0.6745042456
320	0.6744493702
321	0.6744124055
322	0.6743439532
323	0.6743033002
324	0.6742580005
325	0.6742160699
326	0.6741661514
327	0.6741049716
328	0.6740413913
329	0.6739944914
330	0.6739582231
331	0.6739068232
332	0.6738613632
333	0.6738214586
334	0.6737446002
335	0.6736869927
336	0.6736120314
337	0.6735656056
338	0.6735094976
339	0.6734532915
340	0.6733877679
341	0.6733341155
342	0.6732918025
343	0.6732299438
344	0.6731884128
345	0.6731395748
346	0.6730849194
347	0.6730366763
348	0.6729911594
349	0.6729434506
350	0.6728959629
351	0.6728383377
352	0.6728003666
353	0.6727635066
354	0.6726733066
355	0.6726235112
356	0.6725585734
357	0.6725047275
358	0.6724718332
359	0.6724307806
360	0.6723851979
361	0.6723372587
362	0.6722980209
363	0.672208398
364	0.6721653667
365	0.6721176063
366	0.672088021
367	0.6720349112
368	0.6719750438
369	0.6719152328
370	0.6718646466
371	0.6718218913
372	0.6717924108
373	0.6717550471
374	0.6716996573
375	0.6716390115
376	0.6715863448
377	0.6715385445
378	0.6714729551
379	0.6714134094
380	0.6713728514
381	0.6713376654
382	0.6712958858
383	0.6712576162
384	0.6712112125
385	0.6711635086
386	0.6711243166
387	0.6710838109
388	0.671037411
389	0.6710030803
390	0.6709676647
391	0.6709141471
392	0.6708674992
393	0.6708167741
394	0.6707674796
395	0.670710128
396	0.6706472139
397	0.6706019063
398	0.6705708042
399	0.6705071037
400	0.6704661296
401	0.6704003089
402	0.670348147
403	0.6703088229
404	0.6702587422
405	0.6702001349
406	0.6701450609
407	0.6700898016
408	0.6700444874
409	0.670004834
410	0.6699605898
411	0.6699086298
412	0.6698831591
413	0.6698473295
414	0.6698007459
415	0.6697516937
416	0.6697111848
417	0.6696551074
418	0.6695987655
419	0.669544647
420	0.6694818748
421	0.6694422579
422	0.6693964829
423	0.6693385398
424	0.6692831718
425	0.6692280495
426	0.6691831877
427	0.6691252637
428	0.6690750796
429	0.6690079343
430	0.6689689816
431	0.6689318354
432	0.6688447859
433	0.6687899825
434	0.6687317011
435	0.6686745639
436	0.6686309284
437	0.668582332
438	0.668531856
439	0.6684778851
440	0.6684462664
441	0.6683950328
442	0.6683494398
443	0.6682684843
444	0.6682181963
445	0.6681688999
446	0.6681360385
447	0.6680917714
448	0.6680497962
449	0.6680154975
450	0.667982017
451	0.6679418679
452	0.6678969259
453	0.6678568424
454	0.6678119265
455	0.667758644
456	0.6677171075
457	0.6676672879
458	0.6676204826
459	0.6675771503
460	0.6675201662
461	0.6674756606
462	0.6674170905
463	0.6673683443
464	0.6673265792
465	0.6672713216
466	0.667228017
467	0.6671717911
468	0.6671299765
469	0.6670874205
470	0.6670484085
471	0.6669978428
472	0.6669467467
473	0.666902448
474	0.6668526868
475	0.6668216825
476	0.6667626956
477	0.6667025287
478	0.666669
479	0.6666274057
480	0.6665893586
481	0.6665405507
482	0.6664976677
483	0.6664683579
484	0.6664258845
485	0.6663819229
486	0.666336069
487	0.6662923108
488	0.6662481703
489	0.6661963037
490	0.6661410932
491	0.6660862152
492	0.6660432258
493	0.6660053485
494	0.6659575327
495	0.6659079228
496	0.6658476635
497	0.6658066486
498	0.6657652732
499	0.6657414734
500	0.665699972
501	0.6656662473
502	0.6656296811
503	0.665587645
504	0.6655411098
505	0.6654969055
506	0.6654600241
507	0.6653999924
508	0.6653491456
509	0.6653059489
510	0.6652370826
511	0.6651769572
512	0.6651397671
513	0.6651028517
514	0.6650658676
515	0.6650348818
516	0.664982146
517	0.6649343816
518	0.6648959868
519	0.6648528707
520	0.6648191481
521	0.6647789133
522	0.6647331265
523	0.6646940418
524	0.6646623789
525	0.6646145801
526	0.6645719658
527	0.6645247736
528	0.6644897064
529	0.6644386411
530	0.6643960163
531	0.6643556933
532	0.6642944794
533	0.6642676683
534	0.6642153792
535	0.6641666939
536	0.6641208286
537	0.6640785135
538	0.6640355271
539	0.6639857744
540	0.6639447501
541	0.6639202352
542	0.6638743444
543	0.663830214
544	0.6637745026
545	0.6637391068
546	0.6637090582
547	0.6636688274
548	0.6636288679
549	0.6635853424
550	0.6635320571
551	0.6634933175
552	0.6634491929
553	0.6633903728
554	0.663362006
555	0.6633260688
556	0.6632728757
557	0.6632318717
558	0.6631991597
559	0.6631233465
560	0.6630818294
561	0.6630518995
562	0.6630055743
563	0.662961123
564	0.6629028924
565	0.6628182343
566	0.6627685042
567	0.6627282875
568	0.6626889626
569	0.6626381241
570	0.6625973905
571	0.662554485
572	0.6625088904
573	0.6624773453
574	0.6624407134
575	0.662410942
576	0.6623715905
577	0.6623388531
578	0.6622543234
579	0.6622101602
580	0.6621463798
581	0.6620942906
582	0.6620596594
583	0.6620024105
584	0.6619759731
585	0.6619169016
586	0.6618777453
587	0.6618278322
588	0.6617969009
589	0.6617544462
590	0.6617193993
591	0.6616813572
592	0.6616433567
593	0.6615882048
594	0.6615626838
595	0.6615016227
596	0.6614560908
597	0.6614168437
598	0.6613689473
599	0.6613204857
600	0.6612897721
601	0.6612498696
602	0.6612109751
603	0.6611760657
604	0.661141753
605	0.6611019514
606	0.6610654241
607	0.6610120762
608	0.6609668256
609	0.6609154837
610	0.6608752174
611	0.6608354478
612	0.6607792954
613	0.66072652
614	0.6606758473
615	0.6606366847
616	0.6605935046
617	0.6605545718
618	0.66052975
619	0.6604860626
620	0.660448624
621	0.6604061003
622	0.6603670848
623	0.6603274864
624	0.6603058116
625	0.6602693935
626	0.6602160976
627	0.6601742787
628	0.6601320444
629	0.6601023741
630	0.6600577205
631	0.6600191844
632	0.6599803192
633	0.6599361664
634	0.6598987214
635	0.6598690973
636	0.6598343673
637	0.6597850346
638	0.6597490524
639	0.659703573
640	0.6596745024
641	0.6596213393
642	0.65958771
643	0.6595426281
644	0.6594958935
645	0.6594595518
646	0.6594132201
647	0.6593546135
648	0.6593155404
649	0.659276867
650	0.6592348534
651	0.659175349
652	0.6591445756
653	0.6591108448
654	0.6590650942
655	0.659006936
656	0.6589695321
657	0.6589351019
658	0.6589019554
659	0.6588527761
660	0.6588044843
661	0.6587627161
662	0.6587183379
663	0.658687174
664	0.6586476148
665	0.6586034988
666	0.6585590756
667	0.6585208662
668	0.6584584807
669	0.6584068684
670	0.6583717369
671	0.658338633
672	0.658292626
673	0.6582586025
674	0.6582135006
675	0.6581661474
676	0.6581121963
677	0.6580712969
678	0.6580299344
679	0.6579649945
680	0.6579215812
681	0.6578863535
682	0.6578375651
683	0.6577921953
684	0.6577530086
685	0.6577219584
686	0.6576728977
687	0.6576340572
688	0.657586583
689	0.6575175488
690	0.6574713346
691	0.6574342461
692	0.6573882994
693	0.6573620242
694	0.6573189269
695	0.6572723039
696	0.6572430512
697	0.6571930496
698	0.6571682523
699	0.6571174996
700	0.6570744462
701	0.6570322032
702	0.6570002364
703	0.6569561722
704	0.6569045997
705	0.6568609283
706	0.6568191954
707	0.6567725062
708	0.6567127125
709	0.6566804779
710	0.6566422121
711	0.6566040417
712	0.6565646149
713	0.656527118
714	0.6564929001
715	0.6564650332
716	0.6564294983
717	0.6563987821
718	0.656367086
719	0.6563385594
720	0.6563133252
721	0.6562725907
722	0.6562371061
723	0.6561962775
724	0.6561634396
725	0.6561136118
726	0.6560781561
727	0.6560422177
728	0.6559902277
729	0.6559612248
730	0.6559212168
731	0.6558664118
732	0.6558103777
733	0.6557718581
734	0.6557310387
735	0.6556976964
736	0.6556644897
737	0.6556292945
738	0.6555777204
739	0.6555414822
740	0.6555157851
741	0.6554753457
742	0.655446397
743	0.6554112635
744	0.6553673644
745	0.6553229736
746	0.655277646
747	0.6552357816
748	0.6551957189
749	0.6551602651
750	0.6551207453
751	0.6550921439
752	0.6550646407
753	0.6550167878
754	0.6549716881
755	0.6549122213
756	0.6548800806
757	0.6548478821
758	0.654809301
759	0.6547762539
760	0.6547354521
761	0.6546772048
762	0.6546365711
763	0.6545900075
764	0.6545634213
765	0.654522934
766	0.654475787
767	0.6544452949
768	0.654394287
769	0.6543570124
770	0.654323972
771	0.6542793503
772	0.6542482668
773	0.6542120529
774	0.6541674652
775	0.6541207694
776	0.6540574698
777	0.6540163238
778	0.6539820856
779	0.6539377306
780	0.6538973244
781	0.6538682799
782	0.6538143767
783	0.6537840494
784	0.6537520575
785	0.6537083413
786	0.6536778126
787	0.6536474994
788	0.6536061653
789	0.6535663248
790	0.6535379257
791	0.6535012054
792	0.6534578811
793	0.6534190993
794	0.6533815939
795	0.6533482553
796	0.6533124316
797	0.6532808771
798	0.6532463959
799	0.6532008019
800	0.653149157
801	0.653111166
802	0.6530746955
803	0.6530397877
804	0.6530062948
805	0.6529642223
806	0.6529339438
807	0.6528932266
808	0.6528492911
809	0.652823259
810	0.6527829288
811	0.6527558317
812	0.6527222966
813	0.6526997925
814	0.6526594409
815	0.6526268229
816	0.652608626
817	0.6525562691
818	0.6525213931
819	0.652483484
820	0.6524278467
821	0.6523908937
822	0.6523462115
823	0.6522982177
824	0.6522690359
825	0.6522265604
826	0.6521881984
827	0.652146399
828	0.6521082512
829	0.6520493386
830	0.6520217482
831	0.65198317
832	0.6519567298
833	0.6519324786
834	0.6518835756
835	0.6518501151
836	0.6518186649
837	0.651792775
838	0.6517599049
839	0.651720731
840	0.6516760327
841	0.6516218165
842	0.651595797
843	0.6515487882
844	0.6515267708
845	0.6514802508
846	0.6514326791
847	0.6513898986
848	0.6513480289
849	0.651313156
850	0.6512784931
851	0.6512320303
852	0.6512018382
853	0.651159324
854	0.6511232991
855	0.6510832706
856	0.6510420672
857	0.6510050824
858	0.6509773735
859	0.6509496961
